property_id,neighborhood,distance_to_city_center,distance_to_metro,distance_to_school,crime_rate,house_age,total_area,bedrooms,bathrooms,floors,garage,garden,basement,balcony,construction_quality,renovation_status,heating_type,air_conditioning,parking_spaces,energy_efficiency,listing_duration,season_sold,year_sold,sale_price
PROP_006840,Pine Valley,1.3,50,30,1.0,54,183,2,2,2,1,0,1,0,Basic,Never,Electric,1,2,B,17,Spring,2022,488.3
PROP_006841,Garden City,11.9,50,664,1.0,7,97,4,3,2,1,1,0,1,Standard,Never,Central,0,0,B,16,Spring,2022,423.4
PROP_006842,Sunset District,1.6,591,115,1.0,13,72,3,2,1,1,0,0,0,Basic,Partial,Central,0,1,D,34,Fall,2022,230.0
PROP_006843,Riverside,4.4,561,114,1.0,9,139,5,1,2,1,1,0,1,Standard,Full,Electric,1,3,E,22,Summer,2022,1046.1
PROP_006844,Prairie Meadows,2.0,269,62,1.0,17,250,2,2,2,1,1,0,1,Basic,Never,Central,1,2,F,7,Spring,2022,656.2
PROP_006845,Lakeside,2.3,742,52,1.0,16,158,4,2,2,0,0,1,0,Basic,Never,Electric,1,2,C,25,Spring,2020,554.2
PROP_006846,Elmwood,16.4,366,30,1.0,30,182,3,2,2,0,0,1,1,Standard,Partial,Central,1,0,E,5,Summer,2021,388.9
PROP_006847,Garden City,2.4,572,329,1.0,12,264,2,1,2,1,1,0,0,Standard,Full,Electric,1,2,F,6,Winter,2022,1200.0
PROP_006848,Prairie Meadows,19.7,234,735,1.0,3,118,4,2,2,0,1,0,1,Standard,Never,Central,0,2,C,47,Fall,2022,288.9
PROP_006849,Sunset District,0.7,637,30,1.0,9,50,4,2,3,0,1,0,1,Basic,Never,Central,0,0,F,16,Fall,2021,205.6
PROP_006850,Cedar Park,0.9,421,253,1.0,1,281,3,3,2,1,1,0,0,Standard,Full,Central,1,2,G,42,Fall,2020,1200.0
PROP_006851,Hillcrest,2.0,321,214,1.0,17,95,3,2,1,1,0,1,1,Basic,Partial,Electric,0,2,D,12,Spring,2022,429.3
PROP_006852,Downtown,3.7,476,45,1.0,4,169,3,3,1,1,0,0,1,Premium,Never,Central,1,1,E,11,Spring,2021,1200.0
PROP_006853,Garden City,5.4,407,332,1.0,1,50,5,2,2,0,1,0,1,Basic,Partial,Gas,0,3,D,1,Fall,2022,229.5
PROP_006854,Prairie Meadows,18.1,379,72,1.0,5,115,3,2,2,1,0,0,1,Premium,Never,Gas,1,2,D,10,Summer,2021,383.6
PROP_006855,Downtown,0.6,413,122,1.0,8,50,3,2,2,1,0,0,0,Basic,Partial,Central,1,3,D,69,Fall,2023,195.9
PROP_006856,Cedar Park,7.2,50,30,1.0,3,85,4,4,1,0,1,0,0,Premium,Partial,Electric,0,1,D,26,Summer,2022,800.6
PROP_006857,Lakeside,3.2,463,30,1.0,7,121,2,2,1,1,1,1,0,Premium,Partial,Electric,0,1,D,26,Summer,2022,998.1
PROP_006858,Cedar Park,2.4,67,71,1.0,18,64,4,2,1,1,1,0,0,Standard,Partial,Central,1,2,B,9,Summer,2023,402.2
PROP_006859,Lakeside,4.6,120,58,1.0,21,50,4,3,2,1,1,0,1,Standard,Never,Central,0,2,D,6,Summer,2020,236.0
PROP_006860,Downtown,1.9,175,66,1.0,14,194,4,3,1,0,1,0,0,Premium,Never,Central,1,0,D,33,Spring,2022,1200.0
PROP_006861,Hillcrest,6.0,50,30,1.0,1,98,4,2,2,1,1,0,0,Standard,Full,Electric,1,1,B,15,Fall,2020,845.5
PROP_006862,Elmwood,4.1,145,670,1.0,7,91,3,2,3,0,1,0,1,Standard,Partial,Electric,1,0,C,40,Fall,2021,329.8
PROP_006863,Prairie Meadows,16.8,84,109,1.0,44,78,2,2,2,1,1,1,1,Standard,Never,Gas,0,2,D,9,Spring,2021,170.8
PROP_006864,Mountain View,0.5,50,484,1.0,2,120,2,3,1,1,0,0,0,Standard,Full,Central,1,1,B,6,Summer,2022,1200.0
PROP_006865,Lakeside,0.5,50,86,1.0,2,193,4,2,2,0,1,1,1,Premium,Never,Central,1,2,B,37,Spring,2022,1200.0
PROP_006866,Elmwood,6.0,378,30,1.0,67,79,3,3,2,1,1,0,0,Standard,Partial,Electric,0,1,E,12,Summer,2023,227.4
PROP_006867,Elmwood,4.7,361,245,1.0,22,212,4,3,2,1,1,0,0,Standard,Never,Central,0,1,B,15,Summer,2022,816.4
PROP_006868,Hillcrest,1.2,454,30,1.0,12,70,1,2,3,1,1,0,1,Standard,Never,Central,0,1,F,68,Summer,2022,322.3
PROP_006869,Sunset District,0.9,378,39,1.0,11,120,3,2,1,1,1,0,1,Basic,Full,Electric,1,2,A,55,Spring,2022,826.5
PROP_006870,Riverside,0.7,203,55,1.0,4,78,3,3,3,0,1,0,1,Basic,Never,Electric,0,1,B,28,Spring,2021,401.8
PROP_006871,Cedar Park,2.0,70,321,1.0,10,158,2,4,3,0,1,0,0,Basic,Partial,Electric,0,1,D,1,Summer,2021,683.9
PROP_006872,Coastal Heights,0.8,719,178,1.0,3,51,4,2,1,1,1,1,1,Standard,Partial,Central,1,1,F,1,Spring,2022,513.8
PROP_006873,Downtown,0.5,205,30,1.0,9,212,4,4,2,1,1,1,0,Standard,Full,Electric,0,2,B,23,Summer,2020,1200.0
PROP_006874,Downtown,2.9,50,30,1.0,0,184,6,3,1,1,1,0,1,Basic,Never,Electric,0,1,D,40,Spring,2021,1200.0
PROP_006875,Elmwood,0.9,239,866,1.0,4,142,3,3,1,1,1,0,1,Standard,Partial,Central,0,1,E,84,Spring,2022,523.2
PROP_006876,Coastal Heights,0.5,117,86,1.0,8,87,4,1,1,0,0,0,1,Standard,Full,Central,1,1,D,44,Spring,2021,568.8
PROP_006877,Hillcrest,3.4,157,62,1.0,9,362,3,2,2,0,1,1,1,Standard,Partial,Gas,0,0,C,3,Summer,2021,1200.0
PROP_006878,Forest Glen,3.3,1861,30,1.0,37,451,4,2,2,0,1,0,0,Premium,Never,Electric,1,2,D,23,Summer,2022,1200.0
PROP_006879,Downtown,1.0,55,150,1.0,0,50,4,2,1,1,1,0,0,Standard,Partial,Gas,1,1,E,40,Summer,2021,315.2
PROP_006880,Sunset District,11.2,67,235,1.0,16,190,2,3,1,1,1,0,0,Basic,Partial,Electric,0,2,E,39,Summer,2022,715.7
PROP_006881,Lakeside,1.1,111,183,1.0,15,95,4,4,1,0,0,0,1,Standard,Partial,Gas,1,1,C,2,Fall,2022,590.1
PROP_006882,Sunset District,1.1,353,291,1.0,59,134,3,3,1,1,0,1,1,Premium,Never,Central,0,3,B,33,Summer,2023,963.7
PROP_006883,Coastal Heights,0.5,97,30,1.0,7,112,2,3,2,1,1,0,0,Basic,Never,Central,1,2,D,11,Fall,2020,465.9
PROP_006884,Prairie Meadows,5.9,116,95,1.0,1,289,4,3,2,1,0,1,0,Standard,Never,Gas,1,2,E,8,Fall,2022,1082.0
PROP_006885,Elmwood,1.0,1246,30,1.0,5,137,2,2,2,1,0,0,1,Basic,Partial,Electric,0,0,C,11,Fall,2020,287.1
PROP_006886,Elmwood,0.5,1189,118,1.0,6,160,4,2,2,0,0,1,1,Basic,Partial,Central,1,2,A,46,Spring,2022,635.1
PROP_006887,Coastal Heights,0.5,94,135,1.0,9,50,3,3,2,1,0,0,1,Standard,Partial,Central,0,1,C,37,Summer,2022,374.5
PROP_006888,Downtown,0.5,204,30,1.0,7,221,4,2,1,1,1,1,0,Standard,Never,Central,0,1,B,33,Fall,2023,1200.0
PROP_006889,Riverside,0.5,163,353,1.0,16,82,1,3,2,1,1,0,1,Basic,Partial,Central,1,0,C,28,Summer,2022,431.0
PROP_006890,Riverside,1.8,175,210,1.0,4,78,3,3,2,1,0,1,0,Premium,Never,Central,0,1,B,1,Spring,2023,834.7
PROP_006891,Garden City,5.5,612,349,1.0,22,84,3,4,2,1,1,0,1,Standard,Never,Central,0,1,E,7,Spring,2022,360.5
PROP_006892,Prairie Meadows,5.6,512,93,1.0,8,114,4,2,1,1,1,0,1,Standard,Partial,Central,1,1,E,29,Fall,2022,421.5
PROP_006893,Forest Glen,1.5,126,69,1.0,14,65,2,1,1,1,0,0,0,Premium,Partial,Central,1,0,D,18,Spring,2022,237.4
PROP_006894,Elmwood,1.4,829,94,1.0,6,131,4,2,2,1,1,0,0,Standard,Partial,Central,1,1,E,29,Fall,2022,525.0
PROP_006895,Elmwood,2.0,268,200,1.0,34,159,3,2,3,1,0,0,0,Basic,Full,Central,0,2,C,128,Summer,2023,605.9
PROP_006896,Prairie Meadows,4.7,50,716,1.0,22,88,1,1,2,1,0,0,1,Standard,Full,Central,0,1,C,6,Summer,2020,225.9
PROP_006897,Downtown,0.5,271,68,1.0,12,204,4,3,1,1,0,0,0,Basic,Partial,Gas,0,2,B,31,Spring,2023,1200.0
PROP_006898,Maple Heights,2.7,899,38,1.0,21,137,3,3,2,1,0,0,1,Standard,Never,Central,0,3,C,8,Winter,2023,627.3
PROP_006899,Pine Valley,6.2,1670,103,1.0,11,123,4,2,2,1,1,1,1,Premium,Never,Electric,0,1,D,4,Summer,2022,644.4
PROP_006900,Elmwood,2.4,206,1059,1.0,4,130,3,3,3,1,0,0,0,Basic,Partial,Central,1,3,D,43,Spring,2021,673.9
PROP_006901,Riverside,5.3,902,30,1.0,5,107,4,3,2,1,1,1,1,Standard,Full,Electric,1,2,B,2,Summer,2021,917.5
PROP_006902,Elmwood,5.7,69,513,1.0,96,89,3,2,2,1,1,1,1,Standard,Partial,Central,0,0,D,5,Summer,2020,236.7
PROP_006903,Oakwood,2.9,68,60,1.0,13,183,4,2,1,0,1,0,0,Standard,Never,Central,1,1,E,51,Winter,2023,666.9
PROP_006904,Oakwood,2.3,204,38,1.0,5,50,3,3,2,1,1,1,1,Standard,Never,Electric,1,2,G,43,Fall,2023,288.7
PROP_006905,Mountain View,6.2,350,30,1.0,0,64,3,2,2,1,1,0,1,Basic,Never,Central,0,2,D,22,Spring,2021,285.6
PROP_006906,Coastal Heights,0.5,125,30,1.0,47,72,2,1,2,0,1,0,0,Standard,Partial,Central,0,2,D,37,Spring,2022,300.3
PROP_006907,Hillcrest,3.4,96,30,1.0,7,318,4,3,2,1,0,0,1,Basic,Partial,Central,0,2,A,34,Summer,2021,1200.0
PROP_006908,Pine Valley,5.3,264,279,1.0,3,76,4,2,2,0,0,0,0,Standard,Never,Gas,1,0,C,1,Winter,2020,242.8
PROP_006909,Forest Glen,0.8,97,78,1.0,4,61,4,3,1,0,0,0,1,Standard,Partial,Gas,0,1,B,12,Winter,2021,279.7
PROP_006910,Maple Heights,0.5,585,65,1.0,12,50,2,2,1,1,1,0,1,Standard,Never,Central,1,0,C,15,Summer,2021,196.5
PROP_006911,Oakwood,4.9,95,30,1.0,19,52,5,3,3,0,0,1,0,Standard,Partial,Gas,1,1,A,73,Spring,2022,411.0
PROP_006912,Riverside,3.9,60,183,1.0,13,111,4,2,2,1,1,1,0,Basic,Full,Central,0,3,E,38,Summer,2020,583.7
PROP_006913,Mountain View,0.5,106,30,1.0,73,173,3,3,2,1,0,0,1,Standard,Full,Central,1,3,B,10,Summer,2021,1200.0
PROP_006914,Maple Heights,6.3,144,123,1.0,9,142,3,3,2,1,1,1,0,Basic,Partial,Central,1,2,D,2,Fall,2023,693.9
PROP_006915,Garden City,1.3,636,30,1.0,12,95,3,2,2,1,1,1,1,Standard,Never,Gas,1,2,B,57,Fall,2022,565.4
PROP_006916,Lakeside,3.0,50,30,1.0,21,264,3,2,2,1,1,1,0,Standard,Partial,Electric,1,1,E,10,Fall,2022,1200.0
PROP_006917,Mountain View,13.0,178,567,1.0,15,53,3,3,1,1,1,0,1,Standard,Never,Central,0,2,G,32,Spring,2023,193.1
PROP_006918,Maple Heights,2.0,50,98,1.0,22,50,4,3,2,0,1,0,0,Standard,Partial,Electric,1,2,E,43,Fall,2023,242.3
PROP_006919,Hillcrest,0.5,54,212,1.0,7,347,3,3,2,0,1,1,1,Premium,Full,Central,1,1,D,8,Fall,2020,1200.0
PROP_006920,Lakeside,6.0,174,403,1.0,1,93,3,2,1,1,0,1,0,Standard,Partial,Central,0,1,F,25,Fall,2023,551.3
PROP_006921,Oakwood,0.5,471,34,1.0,2,113,2,2,2,1,1,1,1,Premium,Never,Central,0,3,A,13,Fall,2022,1200.0
PROP_006922,Maple Heights,5.1,436,30,1.0,4,436,4,4,1,1,1,0,1,Standard,Partial,Central,0,1,D,41,Spring,2023,1200.0
PROP_006923,Oakwood,3.1,1004,91,1.0,21,54,3,2,2,1,1,0,1,Premium,Full,Central,0,2,D,42,Spring,2020,348.1
PROP_006924,Downtown,0.5,149,159,1.0,9,124,1,3,1,1,1,1,1,Premium,Partial,Gas,1,1,B,8,Summer,2021,1200.0
PROP_006925,Forest Glen,7.9,211,393,1.0,28,242,3,1,1,0,1,0,0,Standard,Full,Central,0,1,F,155,Summer,2022,690.5
PROP_006926,Forest Glen,0.8,173,329,1.0,12,84,4,2,2,0,0,0,1,Standard,Partial,Gas,0,2,C,10,Spring,2023,323.0
PROP_006927,Maple Heights,9.6,130,104,1.0,7,107,3,3,1,1,1,1,1,Standard,Partial,Central,0,1,C,8,Summer,2023,567.2
PROP_006928,Cedar Park,13.3,1316,30,1.0,1,94,2,3,3,1,1,0,0,Premium,Partial,Electric,0,1,B,26,Fall,2022,567.2
PROP_006929,Prairie Meadows,4.2,484,350,1.0,30,152,3,3,1,1,1,0,1,Basic,Never,Electric,1,1,D,5,Summer,2022,394.8
PROP_006930,Elmwood,5.8,50,698,1.0,25,169,4,1,1,0,0,1,0,Standard,Partial,Central,0,0,E,30,Spring,2020,377.2
PROP_006931,Downtown,3.7,192,229,1.0,11,165,2,4,2,1,0,0,1,Premium,Partial,Central,1,1,F,3,Spring,2022,1200.0
PROP_006932,Forest Glen,4.0,50,46,1.0,9,200,2,4,2,0,0,1,1,Basic,Never,Central,0,1,C,33,Fall,2023,704.6
PROP_006933,Prairie Meadows,5.9,50,30,1.0,4,254,4,3,1,1,0,1,0,Basic,Full,Central,0,0,A,5,Spring,2022,1128.1
PROP_006934,Hillcrest,0.5,86,30,1.0,3,202,3,2,3,1,1,1,0,Basic,Partial,Gas,0,0,B,1,Summer,2022,1200.0
PROP_006935,Oakwood,2.5,528,102,1.0,9,224,4,2,1,1,1,1,0,Standard,Partial,Electric,0,3,E,33,Summer,2022,1200.0
PROP_006936,Lakeside,0.5,88,30,1.0,19,198,1,3,1,0,0,1,1,Basic,Full,Electric,0,1,A,13,Summer,2023,1200.0
PROP_006937,Garden City,1.4,62,264,1.0,18,75,2,2,2,0,1,1,1,Standard,Partial,Electric,0,2,F,9,Spring,2020,277.3
PROP_006938,Sunset District,3.1,118,154,1.0,2,136,3,3,2,1,1,0,0,Standard,Never,Central,0,2,D,15,Summer,2022,1045.1
PROP_006939,Hillcrest,2.5,178,40,1.0,3,87,4,2,2,1,0,1,0,Basic,Full,Gas,0,0,D,2,Fall,2022,744.9
PROP_006940,Downtown,0.5,223,30,1.0,19,124,3,3,1,1,0,0,0,Basic,Partial,Gas,0,2,C,67,Spring,2022,714.6
PROP_006941,Riverside,4.3,53,101,1.0,17,230,5,2,2,0,1,0,1,Standard,Never,Gas,0,1,D,117,Fall,2022,1189.2
PROP_006942,Lakeside,6.6,79,87,1.0,13,182,3,3,2,0,1,1,1,Standard,Partial,Gas,0,0,D,21,Spring,2022,1138.0
PROP_006943,Coastal Heights,0.9,375,114,1.0,20,118,3,4,3,1,0,1,0,Standard,Partial,Central,0,1,A,29,Spring,2020,959.8
PROP_006944,Coastal Heights,9.1,196,64,1.0,7,67,5,2,2,1,1,1,1,Basic,Partial,Electric,0,0,C,10,Winter,2023,393.3
PROP_006945,Cedar Park,2.6,802,30,1.0,4,50,5,1,1,1,0,0,0,Basic,Never,Central,0,3,D,13,Spring,2021,155.2
PROP_006946,Hillcrest,1.7,198,62,1.0,5,106,5,3,2,0,1,0,0,Standard,Never,Gas,1,2,A,13,Fall,2022,669.5
PROP_006947,Coastal Heights,1.0,265,228,1.0,1,217,3,2,2,0,1,1,1,Premium,Full,Electric,0,2,B,9,Spring,2020,1200.0
PROP_006948,Garden City,8.7,130,130,1.0,3,256,4,2,2,0,1,0,1,Basic,Partial,Gas,1,0,F,51,Spring,2021,978.7
PROP_006949,Hillcrest,2.0,273,30,1.0,4,147,4,2,1,1,0,0,1,Basic,Partial,Gas,1,2,D,44,Spring,2020,756.8
PROP_006950,Coastal Heights,3.5,50,104,1.0,5,326,2,3,1,1,0,0,0,Standard,Partial,Central,0,0,B,53,Spring,2020,1200.0
PROP_006951,Riverside,6.6,345,77,1.0,47,402,4,3,1,1,0,0,0,Basic,Full,Central,1,0,A,19,Summer,2022,1200.0
PROP_006952,Cedar Park,3.4,128,180,1.0,54,113,5,4,2,1,0,0,1,Premium,Full,Central,0,2,E,45,Summer,2023,1126.0
PROP_006953,Sunset District,9.0,50,119,1.0,1,82,3,4,2,0,1,1,1,Basic,Never,Electric,0,1,C,4,Fall,2020,444.5
PROP_006954,Cedar Park,5.2,237,110,1.0,2,113,5,3,2,1,0,1,0,Basic,Full,Electric,0,2,B,9,Summer,2022,912.7
PROP_006955,Forest Glen,0.7,623,131,1.0,0,132,5,2,2,1,1,1,0,Standard,Partial,Central,0,3,E,2,Spring,2022,854.8
PROP_006956,Forest Glen,3.2,110,525,1.0,30,207,2,2,2,1,1,0,0,Standard,Never,Central,1,0,C,22,Spring,2023,751.3
PROP_006957,Elmwood,3.2,607,217,1.0,1,170,2,3,2,1,0,0,1,Premium,Partial,Gas,0,1,F,74,Fall,2022,825.0
PROP_006958,Maple Heights,11.8,323,79,1.0,6,147,2,3,1,1,1,0,1,Standard,Never,Central,0,2,E,1,Spring,2020,408.5
PROP_006959,Pine Valley,0.8,1967,145,1.0,6,109,4,3,2,1,0,0,1,Basic,Never,Electric,1,1,A,5,Summer,2022,413.9
PROP_006960,Lakeside,6.2,376,71,1.0,6,97,1,2,2,1,0,1,0,Standard,Never,Central,0,2,C,86,Winter,2020,326.0
PROP_006961,Forest Glen,2.1,324,30,1.0,15,50,4,2,1,1,1,0,0,Basic,Full,Electric,0,2,D,22,Spring,2023,250.0
PROP_006962,Hillcrest,2.2,179,384,1.0,8,142,4,2,2,1,1,0,0,Premium,Never,Electric,1,0,B,19,Fall,2022,1200.0
PROP_006963,Coastal Heights,1.4,103,116,1.0,11,119,3,2,2,1,0,1,0,Premium,Never,Electric,0,2,A,113,Fall,2021,973.2
PROP_006964,Elmwood,25.0,302,650,1.0,3,323,3,3,2,1,0,0,0,Standard,Partial,Electric,1,1,C,1,Fall,2023,781.0
PROP_006965,Lakeside,2.5,101,153,1.0,1,105,2,1,1,0,1,0,0,Standard,Partial,Electric,0,0,G,23,Fall,2022,507.6
PROP_006966,Sunset District,5.4,50,30,1.0,16,168,5,2,3,1,1,0,0,Standard,Full,Central,1,1,C,7,Summer,2020,1200.0
PROP_006967,Elmwood,3.2,711,225,1.0,10,80,5,3,1,1,1,1,0,Basic,Never,Gas,1,0,B,33,Spring,2023,322.4
PROP_006968,Sunset District,2.0,482,282,1.0,13,163,4,1,2,1,1,1,0,Standard,Full,Gas,0,1,E,40,Summer,2022,964.8
PROP_006969,Forest Glen,0.9,183,140,1.0,6,149,2,3,1,1,1,0,0,Standard,Never,Electric,1,0,A,15,Winter,2022,614.3
PROP_006970,Hillcrest,5.3,66,30,1.0,39,82,2,2,1,1,1,0,1,Standard,Partial,Electric,0,2,C,33,Summer,2022,445.8
PROP_006971,Coastal Heights,1.9,50,47,1.0,11,50,3,2,1,1,1,1,0,Premium,Partial,Gas,1,0,B,63,Summer,2021,500.4
PROP_006972,Lakeside,0.7,318,30,1.0,34,273,4,2,2,1,0,0,0,Standard,Full,Electric,0,1,D,200,Summer,2022,1200.0
PROP_006973,Mountain View,0.5,50,30,1.0,1,155,4,2,3,1,0,0,1,Basic,Full,Central,1,1,A,7,Spring,2020,1200.0
PROP_006974,Elmwood,6.6,522,271,1.0,19,249,3,4,2,1,1,1,0,Standard,Partial,Electric,1,2,C,4,Summer,2021,1200.0
PROP_006975,Coastal Heights,1.6,50,30,1.0,19,50,5,2,1,1,1,1,0,Standard,Never,Electric,0,1,D,54,Summer,2023,426.6
PROP_006976,Sunset District,12.7,459,84,1.0,21,71,4,3,2,1,0,1,1,Basic,Partial,Central,1,2,B,10,Spring,2022,410.7
PROP_006977,Prairie Meadows,2.9,1516,30,1.0,4,136,4,2,2,0,1,0,1,Basic,Never,Central,0,2,E,45,Summer,2023,376.0
PROP_006978,Riverside,1.3,270,92,1.0,16,73,4,2,2,1,1,1,1,Standard,Never,Central,0,1,B,37,Fall,2022,507.1
PROP_006979,Hillcrest,0.9,272,273,1.0,17,235,4,4,1,1,1,1,1,Basic,Never,Central,0,1,D,6,Spring,2023,1200.0
PROP_006980,Elmwood,8.8,173,111,1.0,6,81,1,3,2,1,1,1,0,Basic,Never,Gas,0,2,B,83,Spring,2023,235.1
PROP_006981,Cedar Park,11.5,106,206,1.0,18,85,5,2,2,1,1,1,1,Premium,Partial,Electric,1,2,C,6,Winter,2020,525.0
PROP_006982,Elmwood,0.8,50,72,1.0,10,124,3,2,1,0,0,0,1,Premium,Never,Electric,0,0,B,31,Spring,2022,508.2
PROP_006983,Forest Glen,1.1,319,30,1.0,1,218,4,1,1,0,1,0,1,Basic,Never,Electric,0,2,D,5,Fall,2022,605.5
PROP_006984,Riverside,2.4,50,30,1.0,12,366,4,2,2,1,1,1,1,Standard,Full,Electric,1,1,C,48,Spring,2022,1200.0
PROP_006985,Oakwood,1.7,118,68,1.0,6,57,4,3,2,1,1,1,0,Basic,Full,Electric,0,1,E,29,Summer,2023,396.6
PROP_006986,Prairie Meadows,2.1,259,201,1.0,1,95,4,1,2,1,1,1,0,Standard,Never,Central,1,1,B,77,Winter,2022,398.4
PROP_006987,Garden City,0.5,50,96,1.0,16,183,3,2,1,1,1,0,0,Standard,Never,Gas,1,0,D,4,Summer,2021,759.1
PROP_006988,Downtown,3.2,288,272,1.0,7,95,4,2,2,0,1,0,1,Premium,Never,Central,0,2,C,19,Spring,2021,828.1
PROP_006989,Garden City,1.3,149,39,1.0,35,299,3,3,1,1,1,1,0,Standard,Partial,Central,0,1,E,17,Spring,2023,1200.0
PROP_006990,Mountain View,2.6,361,42,1.0,14,144,3,3,2,0,0,0,1,Basic,Never,Central,0,2,C,42,Spring,2022,720.5
PROP_006991,Elmwood,2.5,544,176,1.0,42,90,4,2,1,1,1,1,0,Premium,Partial,Central,0,2,F,65,Fall,2021,382.8
PROP_006992,Cedar Park,1.9,1023,67,1.0,1,348,2,3,1,0,1,1,1,Basic,Never,Gas,1,2,B,66,Fall,2022,1200.0
PROP_006993,Cedar Park,0.5,85,116,1.0,13,143,4,2,2,1,0,1,0,Standard,Partial,Central,0,2,A,10,Spring,2020,747.4
PROP_006994,Coastal Heights,0.6,50,46,1.0,12,146,2,1,2,0,1,0,1,Standard,Partial,Central,1,1,F,9,Spring,2021,803.9
PROP_006995,Garden City,2.3,447,127,1.0,51,65,2,3,1,1,0,1,0,Standard,Never,Central,1,0,C,9,Summer,2023,223.3
PROP_006996,Elmwood,8.4,805,334,1.0,15,83,3,1,2,1,0,0,1,Standard,Partial,Central,0,2,F,5,Summer,2023,210.1
PROP_006997,Sunset District,0.5,116,30,1.0,3,307,3,2,2,1,0,0,0,Basic,Partial,Central,0,2,C,38,Summer,2021,1200.0
PROP_006998,Cedar Park,3.7,120,173,1.0,24,93,3,3,1,0,0,1,0,Basic,Never,Electric,0,1,A,46,Summer,2021,252.8
PROP_006999,Lakeside,4.6,324,100,1.0,12,141,4,2,2,1,1,0,0,Basic,Full,Central,1,2,F,14,Fall,2022,727.7
PROP_007000,Prairie Meadows,5.8,807,354,1.0,18,267,4,2,2,1,1,0,1,Basic,Partial,Central,1,0,D,46,Spring,2023,760.4
PROP_007001,Cedar Park,2.1,724,95,1.0,50,325,4,3,2,1,1,0,0,Basic,Partial,Central,0,2,D,25,Fall,2023,1060.8
PROP_007002,Coastal Heights,4.3,260,105,1.0,0,163,5,3,2,1,1,1,1,Standard,Full,Central,0,1,D,21,Winter,2020,1200.0
PROP_007003,Oakwood,1.2,641,293,1.0,20,156,5,2,2,1,1,0,1,Standard,Never,Gas,1,1,G,136,Fall,2021,592.8
PROP_007004,Riverside,2.3,442,30,1.0,1,107,2,3,1,1,0,0,1,Basic,Partial,Electric,1,2,B,37,Summer,2022,606.4
PROP_007005,Mountain View,0.5,50,103,1.0,19,126,5,3,1,1,1,0,1,Standard,Full,Central,1,1,D,5,Summer,2022,1200.0
PROP_007006,Prairie Meadows,1.3,259,178,1.0,2,140,4,4,2,0,0,0,0,Premium,Partial,Electric,0,0,E,103,Fall,2021,768.8
PROP_007007,Garden City,2.1,452,61,1.0,16,135,4,2,2,1,1,1,0,Premium,Full,Central,0,2,C,23,Fall,2022,1200.0
PROP_007008,Maple Heights,3.3,105,173,1.0,37,50,3,2,1,1,0,1,0,Standard,Never,Electric,0,0,D,5,Winter,2022,154.5
PROP_007009,Elmwood,11.6,748,113,1.0,4,160,3,3,1,1,1,1,0,Standard,Full,Electric,1,0,E,11,Winter,2023,687.6
PROP_007010,Prairie Meadows,20.3,212,582,1.0,12,339,5,3,2,1,1,1,1,Basic,Never,Electric,1,2,B,28,Spring,2021,917.2
PROP_007011,Hillcrest,1.3,131,98,1.0,3,131,5,2,2,1,1,0,1,Standard,Never,Gas,0,1,D,1,Spring,2021,906.7
PROP_007012,Coastal Heights,2.5,880,94,1.0,0,150,1,2,2,0,1,0,1,Standard,Partial,Central,0,2,B,22,Summer,2022,1072.9
PROP_007013,Forest Glen,7.6,437,48,1.0,4,146,5,2,2,1,1,1,1,Premium,Full,Central,0,2,E,2,Winter,2023,1200.0
PROP_007014,Cedar Park,2.7,565,261,1.0,34,55,4,3,2,0,1,1,0,Basic,Partial,Central,0,2,B,64,Summer,2021,234.4
PROP_007015,Cedar Park,2.1,479,30,1.0,4,76,2,3,2,1,1,1,0,Premium,Never,Gas,0,2,A,19,Summer,2020,640.6
PROP_007016,Pine Valley,1.5,113,246,1.0,0,236,3,2,2,1,1,0,0,Basic,Never,Central,1,1,F,77,Fall,2020,758.7
PROP_007017,Prairie Meadows,21.9,351,41,1.0,4,93,3,2,2,1,0,0,1,Standard,Partial,Electric,1,2,G,6,Fall,2020,184.8
PROP_007018,Forest Glen,4.3,282,30,1.0,4,50,4,4,2,1,1,0,0,Standard,Partial,Central,0,1,B,19,Fall,2021,286.7
PROP_007019,Riverside,2.4,50,362,1.0,15,211,3,3,1,1,0,1,1,Standard,Never,Electric,1,3,E,14,Winter,2023,1200.0
PROP_007020,Pine Valley,2.4,50,31,1.0,4,172,3,3,2,1,1,0,1,Basic,Partial,Central,1,1,D,22,Summer,2021,817.6
PROP_007021,Oakwood,4.0,543,65,1.0,13,209,1,4,2,1,1,1,1,Basic,Partial,Gas,0,3,A,56,Fall,2023,916.0
PROP_007022,Coastal Heights,0.5,134,72,1.0,30,60,6,3,2,1,1,1,0,Standard,Full,Central,0,1,D,45,Summer,2023,754.3
PROP_007023,Maple Heights,6.1,426,181,1.0,33,152,3,2,2,1,0,0,1,Basic,Never,Gas,1,0,A,2,Fall,2020,412.6
PROP_007024,Cedar Park,0.5,634,51,1.0,9,323,4,3,2,1,0,0,0,Standard,Never,Central,1,2,D,2,Spring,2021,1200.0
PROP_007025,Lakeside,1.1,50,153,1.0,1,167,3,3,1,1,0,0,1,Basic,Partial,Gas,1,1,B,20,Fall,2022,855.0
PROP_007026,Forest Glen,2.8,860,461,1.0,20,220,3,2,2,0,1,1,0,Standard,Full,Central,0,1,B,26,Spring,2023,1088.7
